drift_target,drift_z,mlp_excess_harm,mlp_pred_std,mlp_test_r2,ridge_pred_std,ridge_test_r2,seed,trial,weighted_drift_score,y_test_std
noise,5.0,0.004262705510430065,9.573459796130502,0.9856478996033051,10.038282973962128,0.9899106051137352,1,0,0.08502329545820567,10.087443393542605
noise,5.0,0.005802241424873955,9.329127082812798,0.9844573289191125,9.67058522442278,0.9902595703439865,1,1,0.0501486333855144,9.73241440894585
noise,5.0,0.01171811087486907,9.477105561879288,0.9786471970018874,10.336623745539763,0.9903653078767565,1,2,0.0561451136230888,10.238425021964717
noise,7.0,0.006973215631858709,9.376328241999978,0.9827077242873477,10.038282973962128,0.9896809399192064,1,0,0.1043192949116014,10.087443393542605
noise,7.0,0.01059383816340942,9.312533681410967,0.9796660979195299,9.67058522442278,0.9902599360829393,1,1,0.06946431087850603,9.73241440894585
noise,7.0,0.016625126622036412,9.33441619153182,0.9737399702344444,10.336623745539763,0.9903650968564808,1,2,0.07608871843353872,10.238425021964717
noise,10.0,0.00985805513158855,9.20859169044599,0.9793043809465338,10.038282973962128,0.9891624360781224,1,0,0.13326329409169502,10.087443393542605
noise,10.0,0.024329461116553874,9.374688226110033,0.9659310047030455,9.67058522442278,0.9902604658195994,1,1,0.0984378271179935,9.73241440894585
noise,10.0,0.021418992285815563,9.314394504243015,0.9689457876555997,10.336623745539763,0.9903647799414153,1,2,0.10600412564921363,10.238425021964717
noise,15.0,0.01147572372526362,9.072924779437988,0.9763585231529436,10.038282973962128,0.9878342468782072,1,0,0.18150329272518437,10.087443393542605
noise,15.0,0.06649696479299039,9.492043351157669,0.9237643335963251,9.67058522442278,0.9902612983893155,1,1,0.14672702085047257,9.73241440894585
noise,15.0,0.03735284857333676,9.353471482383581,0.9530114021505643,10.336623745539763,0.9903642507239011,1,2,0.15586313767533821,10.238425021964717
noise,20.0,0.010938047508938231,9.012294223035397,0.9749879900050512,10.038282973962128,0.9859260375139894,1,0,0.22974329135867375,10.087443393542605
noise,20.0,0.13372456473559624,9.537241375453053,0.8565375033175386,9.67058522442278,0.9902620680531349,1,1,0.19501621458295168,9.73241440894585
noise,20.0,0.06881303601219124,9.392023921680096,0.9215506842120227,10.336623745539763,0.9903637202242139,1,2,0.20572214970146294,10.238425021964717
none,0.0,0.0030860324608069645,9.59300255663587,0.9860099381857477,9.567519282989371,0.9890959706465546,2,0,0.05035211028240775,9.55021971189368
none,0.0,0.0011404837713540061,9.641646309878746,0.9884339169295283,9.64288493435549,0.9895744007008823,2,1,0.06775256843086418,9.793122650944644
none,0.0,0.00204440720895549,10.102924211827888,0.9882823065715526,10.12311261480855,0.9903267137805081,2,2,0.112678045058951,10.213371330457257
dominant,0.0,0.0030860324608069645,9.59300255663587,0.9860099381857477,9.567519282989371,0.9890959706465546,2,0,0.05035211028240775,9.55021971189368
dominant,0.0,0.0011404837713540061,9.641646309878746,0.9884339169295283,9.64288493435549,0.9895744007008823,2,1,0.06775256843086418,9.793122650944644
dominant,0.0,0.00204440720895549,10.102924211827888,0.9882823065715526,10.12311261480855,0.9903267137805081,2,2,0.112678045058951,10.213371330457257
dominant,1.0,0.005432956072020434,9.255528570156546,0.9836631039019519,9.567519282989371,0.9890960599739723,2,0,0.9166037553312815,9.55021971189368
dominant,1.0,0.002690129622922366,9.46384292704765,0.986817719794333,9.642884934355491,0.9895078494172553,2,1,1.0448897101132961,9.793122650944646
dominant,1.0,0.0025737287803976328,9.896449367093235,0.9877618355429721,10.12311261480855,0.9903355643233698,2,2,0.8513909207911471,10.213371330457257
dominant,2.0,0.01738553888801997,8.627476973969813,0.9717106002114734,9.567519282989371,0.9890961390994933,2,0,1.8797577510212216,9.55021971189368
dominant,2.0,0.013058337429276423,9.03151054618774,0.9763414391567973,9.642884934355491,0.9893997765860737,2,1,2.022026851795729,9.793122650944646
dominant,2.0,0.009496639956098507,9.434859008669473,0.9808460404971983,10.12311261480855,0.9903426804532968,2,2,1.8126490098511001,10.213371330457257
dominant,3.0,0.05933992298676194,8.238859602583352,0.9297562850363558,9.567519282989371,0.9890962080231177,2,0,2.842911746711161,9.55021971189368
dominant,3.0,0.04703423598955592,8.545472770540528,0.9422159462177817,9.642884934355488,0.9892501822073376,2,1,2.9991639934781587,9.793122650944646
dominant,3.0,0.033799653981642086,9.05204193427654,0.9565484081886468,10.123112614808548,0.9903480621702889,2,2,2.773907098911053,10.213371330457257
dominant,5.0,0.3365770387456548,7.839845369544758,0.6525192765190213,9.567519282989373,0.9890963152646761,2,0,4.769219738091035,9.55021971189368
dominant,5.0,0.2622222075775179,8.101044951167811,0.7266042212296839,9.64288493435549,0.9888264288072018,2,1,4.95343827684302,9.793122650944646
dominant,5.0,0.1782167021416643,8.757463529425594,0.8121369202238045,10.12311261480855,0.9903536223654688,2,2,4.696423277030952,10.213371330457257
dominant,7.0,0.9527890284399027,7.778997943898406,0.03630735325874501,9.567519282989371,0.9890963816986477,2,0,6.695527729470918,9.55021971189368
dominant,7.0,0.7197157707249735,8.041515254576908,0.2685208184918745,9.64288493435549,0.988236589216848,2,1,6.907712560207887,9.793122650944646
dominant,7.0,0.4827030592789159,8.710776525055643,0.5076491856299936,10.123112614808552,0.9903522449089095,2,2,6.618939455150859,10.213371330457255
dominant,10.0,2.5127414410099016,7.785120697970416,-1.5236450361745222,9.567519282989373,0.9890964048353796,2,0,9.584989716540731,9.55021971189368
dominant,10.0,1.8739744447743951,8.035731809309155,-0.886934026549737,9.64288493435549,0.9870404182246582,2,1,9.839123985255188,9.793122650944646
dominant,10.0,1.2583419398387474,8.714751550346907,-0.26800476921168825,10.12311261480855,0.9903371706270593,2,2,9.502713722330727,10.213371330457257
dominant,15.0,6.766018383102371,7.796889165922833,-5.776922143743706,9.567519282989368,0.9890962393586653,2,0,14.400759694990414,9.550219711893678
