activation,alpha,drift_target,drift_z,hidden,mlp_excess_harm,mlp_test_r2,phase,ridge_test_r2,seed
tanh,0.0001,dominant,10.0,"(32, 16)",66.87756660565292,-65.88779068917339,1,0.9897759164795309,19
identity,0.0001,dominant,10.0,"(32, 16)",0.007229915711169821,0.9834793155727862,1,0.990709231283956,0
identity,0.0001,dominant,10.0,"(32, 16)",0.013374774521915156,0.9764602627955254,1,0.9898350373174406,1
identity,0.0001,dominant,10.0,"(32, 16)",0.007688180178502924,0.9804965131039806,1,0.9881846932824835,2
identity,0.0001,dominant,10.0,"(32, 16)",0.0024129212574852676,0.9877054379133823,1,0.9901183591708675,3
identity,0.0001,dominant,10.0,"(32, 16)",3.111121846521847e-05,0.988349675523881,1,0.9883807867423462,4
identity,0.0001,dominant,10.0,"(32, 16)",-0.0001151455968244619,0.9890179769953924,1,0.9889028313985679,5
identity,0.0001,dominant,10.0,"(32, 16)",-9.174786281140879e-05,0.9920365717234597,1,0.9919448238606483,6
identity,0.0001,dominant,10.0,"(32, 16)",0.00047672597206760425,0.9886709950026751,1,0.9891477209747427,7
identity,0.0001,dominant,10.0,"(32, 16)",0.004376424109071131,0.9862544707517471,1,0.9906308948608182,8
identity,0.0001,dominant,10.0,"(32, 16)",3.75082337686905e-05,0.9883195575069669,1,0.9883570657407356,9
identity,0.0001,dominant,10.0,"(32, 16)",-0.0019834648740454375,0.990924115293373,1,0.9889406504193275,10
identity,0.0001,dominant,10.0,"(32, 16)",0.01301005525854304,0.9761657451021203,1,0.9891758003606633,11
identity,0.0001,dominant,10.0,"(32, 16)",-0.00025788505128720995,0.9895865241367292,1,0.989328639085442,12
identity,0.0001,dominant,10.0,"(32, 16)",0.0014322831763399213,0.9893035707830183,1,0.9907358539593583,13
identity,0.0001,dominant,10.0,"(32, 16)",-0.000325708773017519,0.9892599066805797,1,0.9889341979075622,14
identity,0.0001,dominant,10.0,"(32, 16)",-0.00047629771437573964,0.9893513974422975,1,0.9888750997279218,15
identity,0.0001,dominant,10.0,"(32, 16)",0.006287613563457639,0.9843915117801644,1,0.990679125343622,16
identity,0.0001,dominant,10.0,"(32, 16)",5.779437319275438e-06,0.9896030964788481,1,0.9896088759161674,17
identity,0.0001,dominant,10.0,"(32, 16)",-0.0005164080548929473,0.9869932622545365,1,0.9864768541996436,18
identity,0.0001,dominant,10.0,"(32, 16)",0.007652273893967276,0.9809386562390643,1,0.9885909301330316,19
relu,0.0001,dominant,10.0,"(16,)",10.656388406113846,-9.666792385523289,1,0.9895960205905576,0
relu,0.0001,dominant,10.0,"(16,)",8.096121238010099,-7.106193543577003,1,0.9899276944330948,1
relu,0.0001,dominant,10.0,"(16,)",5.866018151839448,-4.876031049452231,1,0.9899871023872172,2
relu,0.0001,dominant,10.0,"(16,)",10.827574594545554,-9.836153826355684,1,0.9914207681898702,3
relu,0.0001,dominant,10.0,"(16,)",10.322705800209889,-9.332900839777638,1,0.9898049604322512,4
relu,0.0001,dominant,10.0,"(16,)",12.150568727359708,-11.160382390365053,1,0.9901863369946564,5
relu,0.0001,dominant,10.0,"(16,)",12.472710146362736,-11.48265278420731,1,0.9900573621554257,6
relu,0.0001,dominant,10.0,"(16,)",8.135570329408658,-7.14584083986828,1,0.9897294895403781,7
relu,0.0001,dominant,10.0,"(16,)",10.621114785415838,-9.631643437957056,1,0.9894713474587821,8
relu,0.0001,dominant,10.0,"(16,)",9.54238044862904,-8.552618779197745,1,0.989761669431295,9
relu,0.0001,dominant,10.0,"(16,)",10.205516281598968,-9.217722963774797,1,0.9877933178241701,10
relu,0.0001,dominant,10.0,"(16,)",11.739703303623639,-10.750992357343367,1,0.9887109462802715,11
relu,0.0001,dominant,10.0,"(16,)",6.730399803381528,-5.740508445728096,1,0.9898913576534315,12
relu,0.0001,dominant,10.0,"(16,)",11.378640778603124,-10.388641217159382,1,0.9899995614437423,13
relu,0.0001,dominant,10.0,"(16,)",9.516500092587673,-8.526859568535796,1,0.9896405240518772,14
relu,0.0001,dominant,10.0,"(16,)",8.79844222010104,-7.809173985131977,1,0.9892682349690627,15
relu,0.0001,dominant,10.0,"(16,)",7.5143155002530975,-6.525403185479222,1,0.9889123147738758,16
relu,0.0001,dominant,10.0,"(16,)",12.053903582964255,-11.063467278679344,1,0.9904363042849111,17
relu,0.0001,dominant,10.0,"(16,)",16.789691752972875,-15.802188080863914,1,0.9875036721089604,18
relu,0.0001,dominant,10.0,"(16,)",7.423339719857919,-6.43332468734552,1,0.9900150325123998,19
tanh,0.0001,dominant,10.0,"(16,)",69.96751496017026,-68.97881091488664,1,0.9887040452836218,0
tanh,0.0001,dominant,10.0,"(16,)",63.223207484233775,-62.23284505932097,1,0.9903624249128015,1
tanh,0.0001,dominant,10.0,"(16,)",77.40080391409346,-76.41273194441621,1,0.9880719696772501,2
tanh,0.0001,dominant,10.0,"(16,)",68.68094730369174,-67.69244916047113,1,0.9884981432206035,3
tanh,0.0001,dominant,10.0,"(16,)",65.00264731027762,-64.01344184217884,1,0.9892054680987835,4
tanh,0.0001,dominant,10.0,"(16,)",66.48116844204614,-65.49063808338131,1,0.9905303586648242,5
tanh,0.0001,dominant,10.0,"(16,)",73.75356082769048,-72.76503410865581,1,0.9885267190346627,6
tanh,0.0001,dominant,10.0,"(16,)",66.39808439370042,-65.40717334007269,1,0.9909110536277251,7
tanh,0.0001,dominant,10.0,"(16,)",74.69194407060752,-73.70216725834092,1,0.989776812266592,8
tanh,0.0001,dominant,10.0,"(16,)",65.04145240293224,-64.05214710976102,1,0.9893052931712109,9
tanh,0.0001,dominant,10.0,"(16,)",69.92486161680345,-68.93552389492744,1,0.9893377218760134,10
tanh,0.0001,dominant,10.0,"(16,)",71.47941280274654,-70.49108452611293,1,0.9883282766336088,11
tanh,0.0001,dominant,10.0,"(16,)",63.460495932657594,-62.47028157340484,1,0.9902143592527567,12
tanh,0.0001,dominant,10.0,"(16,)",63.10323560751353,-62.11209351239946,1,0.9911420951140739,13
tanh,0.0001,dominant,10.0,"(16,)",65.85111438284896,-64.86229278018041,1,0.9888216026685543,14
tanh,0.0001,dominant,10.0,"(16,)",72.88198096668287,-71.8924670671693,1,0.9895138995135695,15
tanh,0.0001,dominant,10.0,"(16,)",70.61938563799096,-69.63022651288776,1,0.9891591251031979,16
tanh,0.0001,dominant,10.0,"(16,)",78.68683724461258,-77.69734774257479,1,0.9894895020377885,17
tanh,0.0001,dominant,10.0,"(16,)",65.01669320784048,-64.02706243834817,1,0.9896307694923075,18
tanh,0.0001,dominant,10.0,"(16,)",60.56890232785677,-59.5774881848724,1,0.9914141429843695,19
identity,0.0001,dominant,10.0,"(16,)",0.000359906044957059,0.9898699472938699,1,0.990229853338827,0
identity,0.0001,dominant,10.0,"(16,)",0.006673263452672495,0.9831097668331996,1,0.9897830302858721,1
identity,0.0001,dominant,10.0,"(16,)",0.010103446893106827,0.9758119305745871,1,0.985915377467694,2
identity,0.0001,dominant,10.0,"(16,)",-0.0009873560391855385,0.9890757301860968,1,0.9880883741469113,3
identity,0.0001,dominant,10.0,"(16,)",0.01449557365566545,0.9758249095078629,1,0.9903204831635284,4
identity,0.0001,dominant,10.0,"(16,)",0.0012764665865990787,0.9884247846860672,1,0.9897012512726663,5
identity,0.0001,dominant,10.0,"(16,)",0.0008933382463143236,0.9877547027371897,1,0.988648040983504,6
identity,0.0001,dominant,10.0,"(16,)",0.0033875647411270027,0.9819804256017328,1,0.9853679903428598,7
identity,0.0001,dominant,10.0,"(16,)",0.0012529740429791936,0.9888184152553087,1,0.9900713892982879,8
identity,0.0001,dominant,10.0,"(16,)",0.001537539198734894,0.988063819920302,1,0.9896013591190369,9
identity,0.0001,dominant,10.0,"(16,)",0.002354970257391731,0.9875997413400579,1,0.9899547115974496,10
identity,0.0001,dominant,10.0,"(16,)",0.0053274447403247605,0.9836936999922407,1,0.9890211447325654,11
identity,0.0001,dominant,10.0,"(16,)",0.0018905022457842424,0.9859695097218649,1,0.9878600119676492,12
identity,0.0001,dominant,10.0,"(16,)",0.0003645960869481657,0.9891123006792439,1,0.9894768967661921,13
identity,0.0001,dominant,10.0,"(16,)",0.0012780237360022761,0.9877827187765996,1,0.9890607425126019,14
identity,0.0001,dominant,10.0,"(16,)",0.0038612377644443585,0.9854439922570427,1,0.9893052300214871,15
identity,0.0001,dominant,10.0,"(16,)",-0.000487840646620219,0.9905479889719111,1,0.9900601483252909,16
identity,0.0001,dominant,10.0,"(16,)",0.0016274142151276871,0.988742524250039,1,0.9903699384651666,17
identity,0.0001,dominant,10.0,"(16,)",0.003934693223559327,0.9860167682896335,1,0.9899514615131928,18
identity,0.0001,dominant,10.0,"(16,)",0.0032895613541663593,0.9877771202997762,1,0.9910666816539425,19
relu,0.0001,dominant,10.0,"(8,)",11.378190797785516,-10.387803168881964,1,0.9903876289035515,0
relu,0.0001,dominant,10.0,"(8,)",16.38234386778022,-15.394427666292643,1,0.9879162014875777,1
relu,0.0001,dominant,10.0,"(8,)",14.044697250797192,-13.054302626531197,1,0.9903946242659957,2
relu,0.0001,dominant,10.0,"(8,)",5.026880937211736,-4.040328174953002,1,0.9865527622587339,3
relu,0.0001,dominant,10.0,"(8,)",7.537239388199235,-6.550387519432919,1,0.9868518687663166,4
relu,0.0001,dominant,10.0,"(8,)",13.764540937419365,-12.77435820443065,1,0.9901827329887165,5
relu,0.0001,dominant,10.0,"(8,)",9.900471652493973,-8.91198680861978,1,0.9884848438741924,6
relu,0.0001,dominant,10.0,"(8,)",11.014980187476253,-10.026303447527615,1,0.9886767399486376,7
relu,0.0001,dominant,10.0,"(8,)",7.751080265611714,-6.762114701449942,1,0.9889655641617715,8
relu,0.0001,dominant,10.0,"(8,)",12.878130180244144,-11.88856407768527,1,0.9895661025588731,9
relu,0.0001,dominant,10.0,"(8,)",12.12810547716558,-11.138605822153421,1,0.989499655012158,10
relu,0.0001,dominant,10.0,"(8,)",17.060631659065123,-16.069197315973998,1,0.9914343430911255,11
relu,0.0001,dominant,10.0,"(8,)",12.194507985078737,-11.204987071568546,1,0.9895209135101917,12
relu,0.0001,dominant,10.0,"(8,)",8.581947198175927,-7.590982884711382,1,0.9909643134645455,13
relu,0.0001,dominant,10.0,"(8,)",6.0076945659849255,-5.019383266889203,1,0.9883112990957227,14
relu,0.0001,dominant,10.0,"(8,)",5.5011771553257995,-4.512616132634967,1,0.9885610226908318,15
relu,0.0001,dominant,10.0,"(8,)",5.591262236765531,-4.601277492611279,1,0.989984744154252,16
relu,0.0001,dominant,10.0,"(8,)",16.636356442698187,-15.645670889972092,1,0.9906855527260935,17
relu,0.0001,dominant,10.0,"(8,)",6.613287555017002,-5.624755267647503,1,0.9885322873694993,18
relu,0.0001,dominant,10.0,"(8,)",7.6343870148887385,-6.645764055448722,1,0.9886229594400169,19
tanh,0.0001,dominant,10.0,"(8,)",73.90796591860753,-72.91878026811034,1,0.9891856504971895,0
tanh,0.0001,dominant,10.0,"(8,)",70.28927279086426,-69.29790222152059,1,0.9913705693436683,1
tanh,0.0001,dominant,10.0,"(8,)",76.68684149206426,-75.69858399817547,1,0.9882574938887956,2
tanh,0.0001,dominant,10.0,"(8,)",75.24360700665008,-74.25550264804146,1,0.9881043586086227,3
tanh,0.0001,dominant,10.0,"(8,)",79.05400255619503,-78.06451811440272,1,0.9894844417923121,4
tanh,0.0001,dominant,10.0,"(8,)",82.47548720449431,-81.48637938159575,1,0.9891078228985654,5
tanh,0.0001,dominant,10.0,"(8,)",72.48303233801035,-71.49269157140178,1,0.9903407666085708,6
tanh,0.0001,dominant,10.0,"(8,)",70.73189969713536,-69.73985238585315,1,0.9920473112822049,7
tanh,0.0001,dominant,10.0,"(8,)",77.05985020139444,-76.07219278373847,1,0.9876574176559623,8
tanh,0.0001,dominant,10.0,"(8,)",83.70423909472001,-82.71611784779944,1,0.9881212469205761,9
tanh,0.0001,dominant,10.0,"(8,)",74.35083487059572,-73.36009367555292,1,0.9907411950428072,10
tanh,0.0001,dominant,10.0,"(8,)",72.07616286796815,-71.08806844136294,1,0.9880944266052156,11
tanh,0.0001,dominant,10.0,"(8,)",81.01533683426679,-80.0263359509365,1,0.9890008833302885,12
tanh,0.0001,dominant,10.0,"(8,)",83.27747517789106,-82.28909224226157,1,0.9883829356294902,13
tanh,0.0001,dominant,10.0,"(8,)",76.73731008676967,-75.74774513131923,1,0.9895649554504394,14
tanh,0.0001,dominant,10.0,"(8,)",73.40922252344082,-72.41834212388609,1,0.9908803995547266,15
tanh,0.0001,dominant,10.0,"(8,)",63.34037862333023,-62.34889571404456,1,0.9914829092856731,16
tanh,0.0001,dominant,10.0,"(8,)",76.79664050901323,-75.8070208627448,1,0.9896196462684198,17
tanh,0.0001,dominant,10.0,"(8,)",86.71008652573565,-85.72094005862,1,0.9891464671156399,18
tanh,0.0001,dominant,10.0,"(8,)",76.68597311866822,-75.6959260015484,1,0.9900471171198133,19
identity,0.0001,dominant,10.0,"(8,)",0.003402702363459076,0.985437257222707,1,0.9888399595861661,0
identity,0.0001,dominant,10.0,"(8,)",0.00409931548176401,0.985807311321249,1,0.989906626803013,1
identity,0.0001,dominant,10.0,"(8,)",0.003932771929590295,0.9844048741691989,1,0.9883376460987892,2
identity,0.0001,dominant,10.0,"(8,)",0.0022883206152709556,0.9887780290060146,1,0.9910663496212856,3
identity,0.0001,dominant,10.0,"(8,)",0.002936413200128829,0.9886991302249446,1,0.9916355434250734,4
identity,0.0001,dominant,10.0,"(8,)",0.003391454574761754,0.985376432523764,1,0.9887678870985257,5
identity,0.0001,dominant,10.0,"(8,)",0.005832754557571818,0.9829458862031852,1,0.988778640760757,6
identity,0.0001,dominant,10.0,"(8,)",0.0031291902175289987,0.9884003527076346,1,0.9915295429251636,7
identity,0.0001,dominant,10.0,"(8,)",0.0035377025124940786,0.9848567135545422,1,0.9883944160670363,8
identity,0.0001,dominant,10.0,"(8,)",0.007212450152880967,0.9832817397799788,1,0.9904941899328598,9
identity,0.0001,dominant,10.0,"(8,)",0.004498285698442239,0.9835062053827675,1,0.9880044910812097,10
