activation,alpha,drift_target,drift_z,hidden,mlp_excess_harm,mlp_test_r2,phase,ridge_test_r2,seed
tanh,0.1,dominant,10.0,"(16,)",75.15401553907869,-74.16662568532092,1,0.9873898537577562,9
tanh,0.1,dominant,10.0,"(16,)",70.99522398148132,-70.00562523498515,1,0.9895987464961665,10
tanh,0.1,dominant,10.0,"(16,)",67.26730042794057,-66.27841939491016,1,0.9888810330304131,11
tanh,0.1,dominant,10.0,"(16,)",62.74959136955541,-61.759712602789,1,0.9898787667664124,12
tanh,0.1,dominant,10.0,"(16,)",69.30664328260697,-68.31764657956825,1,0.9889967030387183,13
tanh,0.1,dominant,10.0,"(16,)",68.9680847367126,-67.97849841566384,1,0.9895863210487567,14
tanh,0.1,dominant,10.0,"(16,)",67.04147938908362,-66.0517332697772,1,0.9897461193064107,15
tanh,0.1,dominant,10.0,"(16,)",72.64120988228703,-71.65451058477896,1,0.9866992975080648,16
tanh,0.1,dominant,10.0,"(16,)",61.17680199832341,-60.1856929300862,1,0.9911090682372166,17
tanh,0.1,dominant,10.0,"(16,)",64.93443237117992,-63.94497905007644,1,0.9894533211034816,18
tanh,0.1,dominant,10.0,"(16,)",65.38384052992198,-64.39403386216341,1,0.9898066677585676,19
identity,0.1,dominant,10.0,"(16,)",0.0009958756666879065,0.9903045968562767,1,0.9913004725229646,0
identity,0.1,dominant,10.0,"(16,)",0.0028739034228658644,0.9863017433801424,1,0.9891756468030083,1
identity,0.1,dominant,10.0,"(16,)",0.0019877011095122965,0.9898238830706855,1,0.9918115841801978,2
identity,0.1,dominant,10.0,"(16,)",0.0020487192123350706,0.9882537939205869,1,0.990302513132922,3
identity,0.1,dominant,10.0,"(16,)",0.000924494023330058,0.9878614589932271,1,0.9887859530165571,4
identity,0.1,dominant,10.0,"(16,)",0.0026135032015667248,0.9861719115264087,1,0.9887854147279754,5
identity,0.1,dominant,10.0,"(16,)",-0.0016556023241793838,0.9901356158713082,1,0.9884800135471288,6
identity,0.1,dominant,10.0,"(16,)",0.003205373459301164,0.9852628241446576,1,0.9884681976039588,7
identity,0.1,dominant,10.0,"(16,)",0.0018781547161880185,0.9879921573594604,1,0.9898703120756485,8
identity,0.1,dominant,10.0,"(16,)",0.0018613223116491495,0.9858520990144085,1,0.9877134213260577,9
identity,0.1,dominant,10.0,"(16,)",0.0024977800778551718,0.9865577454284179,1,0.9890555255062731,10
identity,0.1,dominant,10.0,"(16,)",0.005769880100959468,0.9844320256948463,1,0.9902019057958058,11
identity,0.1,dominant,10.0,"(16,)",0.00421026395735602,0.983299730808478,1,0.987509994765834,12
identity,0.1,dominant,10.0,"(16,)",0.0016182893489131711,0.9882173242077267,1,0.9898356135566398,13
identity,0.1,dominant,10.0,"(16,)",0.0009525757382556899,0.9885927231086609,1,0.9895452988469166,14
identity,0.1,dominant,10.0,"(16,)",0.0013483642272882346,0.989016980008329,1,0.9903653442356173,15
identity,0.1,dominant,10.0,"(16,)",0.0006764967055229443,0.988810266694034,1,0.989486763399557,16
identity,0.1,dominant,10.0,"(16,)",0.002250671721594988,0.9885400259296484,1,0.9907906976512434,17
identity,0.1,dominant,10.0,"(16,)",0.007045393049177839,0.9827828041483789,1,0.9898281971975568,18
identity,0.1,dominant,10.0,"(16,)",0.002941195939076935,0.9883007870164114,1,0.9912419829554884,19
relu,0.1,dominant,10.0,"(8,)",6.125726638965544,-5.135072941826218,1,0.9906536971393255,0
relu,0.1,dominant,10.0,"(8,)",5.574799111455638,-4.584927948977894,1,0.9898711624777436,1
relu,0.1,dominant,10.0,"(8,)",6.870367046745879,-5.880949768668133,1,0.9894172780777458,2
relu,0.1,dominant,10.0,"(8,)",9.099553636925291,-8.109435590087019,1,0.9901180468382723,3
relu,0.1,dominant,10.0,"(8,)",10.405651328928005,-9.417606747858036,1,0.988044581069969,4
relu,0.1,dominant,10.0,"(8,)",7.123428470508853,-6.13440270250753,1,0.989025768001323,5
relu,0.1,dominant,10.0,"(8,)",10.581974356783121,-9.593227366153275,1,0.9887469906298458,6
relu,0.1,dominant,10.0,"(8,)",12.017675732253839,-11.026199136153416,1,0.9914765961004236,7
relu,0.1,dominant,10.0,"(8,)",22.975619780536306,-21.98624941218578,1,0.9893703683505246,8
relu,0.1,dominant,10.0,"(8,)",89.3866890981195,-88.39548383942554,1,0.9912052586939704,9
relu,0.1,dominant,10.0,"(8,)",5.798197098984753,-4.810001014100676,1,0.9881960848840765,10
relu,0.1,dominant,10.0,"(8,)",17.455410799400347,-16.4647919035286,1,0.9906188958717487,11
relu,0.1,dominant,10.0,"(8,)",8.92537304785783,-7.936801927360753,1,0.9885711204970783,12
relu,0.1,dominant,10.0,"(8,)",8.71171097314461,-7.722547356280721,1,0.98916361686389,13
relu,0.1,dominant,10.0,"(8,)",3.0940632311422065,-2.1044389042384744,1,0.989624326903732,14
relu,0.1,dominant,10.0,"(8,)",19.475622368508013,-18.4874136480418,1,0.9882087204662108,15
relu,0.1,dominant,10.0,"(8,)",15.54723366783843,-14.556096021582546,1,0.9911376462558844,16
relu,0.1,dominant,10.0,"(8,)",9.356629097002843,-8.366781367895788,1,0.9898477291070551,17
relu,0.1,dominant,10.0,"(8,)",7.256620128068508,-6.265602468075077,1,0.9910176599934307,18
relu,0.1,dominant,10.0,"(8,)",8.62292466719146,-7.6326985579950914,1,0.9902261091963691,19
tanh,0.1,dominant,10.0,"(8,)",70.73581016843478,-69.7455972319576,1,0.9902129364771839,0
tanh,0.1,dominant,10.0,"(8,)",77.70723599978767,-76.7175694870953,1,0.9896665126923667,1
tanh,0.1,dominant,10.0,"(8,)",71.63535288913714,-70.64564414385812,1,0.9897087452790139,2
tanh,0.1,dominant,10.0,"(8,)",71.88550738509123,-70.89551278037383,1,0.9899946047173985,3
tanh,0.1,dominant,10.0,"(8,)",84.00941545639212,-83.02072560782989,1,0.9886898485622367,4
tanh,0.1,dominant,10.0,"(8,)",69.83660164098693,-68.8464729806334,1,0.9901286603535329,5
tanh,0.1,dominant,10.0,"(8,)",72.36241461627098,-71.37335162767161,1,0.9890629885993734,6
tanh,0.1,dominant,10.0,"(8,)",74.26669023418181,-73.2772357102063,1,0.9894545239755109,7
tanh,0.1,dominant,10.0,"(8,)",70.71581098483595,-69.72705057818145,1,0.9887604066545006,8
tanh,0.1,dominant,10.0,"(8,)",75.91884639626831,-74.92751480172693,1,0.9913315945413758,9
tanh,0.1,dominant,10.0,"(8,)",69.14521589164278,-68.1541787804447,1,0.9910371111980882,10
tanh,0.1,dominant,10.0,"(8,)",78.46089627857756,-77.47161114044195,1,0.9892851381356101,11
tanh,0.1,dominant,10.0,"(8,)",74.0220410241203,-73.03248927135522,1,0.9895517527650849,12
tanh,0.1,dominant,10.0,"(8,)",75.82536377660415,-74.83679780211374,1,0.9885659744904095,13
tanh,0.1,dominant,10.0,"(8,)",72.20441793431748,-71.21490414265804,1,0.9895137916594366,14
tanh,0.1,dominant,10.0,"(8,)",64.4558236634274,-63.46503453771619,1,0.9907891257112091,15
tanh,0.1,dominant,10.0,"(8,)",81.54282982344716,-80.55143225985566,1,0.9913975635914998,16
tanh,0.1,dominant,10.0,"(8,)",80.0636521365323,-79.07277662389093,1,0.9908755126413668,17
tanh,0.1,dominant,10.0,"(8,)",79.66915516794687,-78.67839755623537,1,0.9907576117115046,18
tanh,0.1,dominant,10.0,"(8,)",77.86498360455963,-76.8766683816015,1,0.9883152229581172,19
identity,0.1,dominant,10.0,"(8,)",0.005577694589606996,0.9835122921639602,1,0.9890899867535672,0
identity,0.1,dominant,10.0,"(8,)",0.008375581208711513,0.9815908757417099,1,0.9899664569504214,1
identity,0.1,dominant,10.0,"(8,)",0.003064029247679234,0.9873640161450976,1,0.9904280453927768,2
identity,0.1,dominant,10.0,"(8,)",0.0064328102402246845,0.981303715679809,1,0.9877365259200337,3
identity,0.1,dominant,10.0,"(8,)",0.010222517697475175,0.9800690583549321,1,0.9902915760524073,4
identity,0.1,dominant,10.0,"(8,)",0.00047436358658037303,0.9891039609133003,1,0.9895783244998807,5
identity,0.1,dominant,10.0,"(8,)",0.0008978833255031127,0.989784084434218,1,0.9906819677597211,6
identity,0.1,dominant,10.0,"(8,)",0.007568170107186245,0.9825905551884928,1,0.990158725295679,7
identity,0.1,dominant,10.0,"(8,)",0.006191615428902564,0.9829342554482551,1,0.9891258708771576,8
identity,0.1,dominant,10.0,"(8,)",0.008813085587219271,0.9816664303009744,1,0.9904795158881937,9
identity,0.1,dominant,10.0,"(8,)",0.0066312470814764435,0.980947956497078,1,0.9875792035785544,10
identity,0.1,dominant,10.0,"(8,)",0.003774527533472405,0.9858068821044489,1,0.9895814096379213,11
identity,0.1,dominant,10.0,"(8,)",0.002637640812609865,0.9884615190962737,1,0.9910991599088835,12
identity,0.1,dominant,10.0,"(8,)",0.0038766178119979955,0.9856553659608677,1,0.9895319837728657,13
identity,0.1,dominant,10.0,"(8,)",0.008790858498292198,0.982554098386876,1,0.9913449568851682,14
identity,0.1,dominant,10.0,"(8,)",0.00896635230092857,0.9785637102514781,1,0.9875300625524067,15
identity,0.1,dominant,10.0,"(8,)",0.002878038014831552,0.98736411103101,1,0.9902421490458415,16
identity,0.1,dominant,10.0,"(8,)",0.0049259892983756215,0.9852662395218189,1,0.9901922288201945,17
identity,0.1,dominant,10.0,"(8,)",0.003670475067058643,0.9841130017864594,1,0.9877834768535181,18
identity,0.1,dominant,10.0,"(8,)",0.0021409881139011766,0.9878610035102572,1,0.9900019916241584,19
relu,1.0,dominant,10.0,"(100,)",8.00523778184637,-7.015486918744381,1,0.9897508631019886,0
relu,1.0,dominant,10.0,"(100,)",6.9940754673209256,-6.005554692479175,1,0.9885207748417497,1
relu,1.0,dominant,10.0,"(100,)",7.3238886848762785,-6.334220370988631,1,0.9896683138876473,2
relu,1.0,dominant,10.0,"(100,)",4.840399963483634,-3.8508629123011398,1,0.9895370511824937,3
relu,1.0,dominant,10.0,"(100,)",4.903769802208265,-3.9126009365260135,1,0.9911688656822512,4
relu,1.0,dominant,10.0,"(100,)",4.557631667415731,-3.567145874780886,1,0.9904857926348455,5
relu,1.0,dominant,10.0,"(100,)",5.867019016720346,-4.879623136423997,1,0.987395880296349,6
relu,1.0,dominant,10.0,"(100,)",7.899854976009238,-6.91162918965255,1,0.9882257863566883,7
relu,1.0,dominant,10.0,"(100,)",6.404350255038287,-5.416231178457468,1,0.9881190765808191,8
relu,1.0,dominant,10.0,"(100,)",6.699432897135822,-5.709275628431032,1,0.9901572687047897,9
relu,1.0,dominant,10.0,"(100,)",3.7871013110730445,-2.799049267021017,1,0.9880520440520276,10
relu,1.0,dominant,10.0,"(100,)",7.442900762460763,-6.453051774080682,1,0.989848988380081,11
relu,1.0,dominant,10.0,"(100,)",5.269199843112093,-4.280968399457703,1,0.9882314436543905,12
relu,1.0,dominant,10.0,"(100,)",4.31634925454687,-3.3280615619209533,1,0.9882876926259159,13
relu,1.0,dominant,10.0,"(100,)",7.7303808683769315,-6.740135590909149,1,0.9902452774677825,14
relu,1.0,dominant,10.0,"(100,)",6.816612078902527,-5.826775448220583,1,0.9898366306819447,15
relu,1.0,dominant,10.0,"(100,)",6.901440836599533,-5.914400353561861,1,0.9870404830376718,16
relu,1.0,dominant,10.0,"(100,)",6.889496502414532,-5.899060000732983,1,0.990436501681549,17
relu,1.0,dominant,10.0,"(100,)",6.061047750375185,-5.071402665644422,1,0.9896450847307633,18
relu,1.0,dominant,10.0,"(100,)",3.526590080755022,-2.5359113631720898,1,0.9906787175829319,19
tanh,1.0,dominant,10.0,"(100,)",44.627665556322164,-43.63689173940865,1,0.9907738169135145,0
tanh,1.0,dominant,10.0,"(100,)",48.0707409553927,-47.0808133769339,1,0.989927578458804,1
tanh,1.0,dominant,10.0,"(100,)",48.22753621095739,-47.23848100183671,1,0.9890552091206806,2
tanh,1.0,dominant,10.0,"(100,)",43.66473384582326,-42.674854312979726,1,0.9898795328435288,3
tanh,1.0,dominant,10.0,"(100,)",48.09266506151113,-47.102667165594376,1,0.9899978959167537,4
tanh,1.0,dominant,10.0,"(100,)",43.4029406745344,-42.41249995743771,1,0.990440717096692,5
tanh,1.0,dominant,10.0,"(100,)",47.39844537720862,-46.408681993248926,1,0.9897633839596908,6
tanh,1.0,dominant,10.0,"(100,)",48.00029909003005,-47.011382064825334,1,0.9889170252047138,7
tanh,1.0,dominant,10.0,"(100,)",45.752501413550014,-44.76241137855067,1,0.9900900349993452,8
tanh,1.0,dominant,10.0,"(100,)",49.63735850704348,-48.65005468576648,1,0.9873038212770011,9
tanh,1.0,dominant,10.0,"(100,)",47.13810498576566,-46.14686169269802,1,0.9912432930676385,10
tanh,1.0,dominant,10.0,"(100,)",52.382939650430195,-51.392795114573396,1,0.990144535856803,11
tanh,1.0,dominant,10.0,"(100,)",51.46583041850509,-50.477219811177115,1,0.9886106073279766,12
tanh,1.0,dominant,10.0,"(100,)",45.83167965658277,-44.84460019253835,1,0.9870794640444169,13
tanh,1.0,dominant,10.0,"(100,)",53.94045890517848,-52.950977321984354,1,0.989481583194129,14
tanh,1.0,dominant,10.0,"(100,)",46.205485017666575,-45.214980152038144,1,0.9905048656284342,15
tanh,1.0,dominant,10.0,"(100,)",61.16426090953731,-60.17755930208787,1,0.9867016074494372,16
tanh,1.0,dominant,10.0,"(100,)",48.33469025421039,-47.345108254871256,1,0.9895819993391354,17
tanh,1.0,dominant,10.0,"(100,)",50.32221226252084,-49.33209173948884,1,0.990120523032007,18
tanh,1.0,dominant,10.0,"(100,)",51.9664377805745,-50.97783788363129,1,0.9885998969432157,19
identity,1.0,dominant,10.0,"(100,)",-6.613012882517033e-06,0.9883568336372659,1,0.9883502206243834,0
identity,1.0,dominant,10.0,"(100,)",-0.0005282515309594782,0.9906113052185205,1,0.990083053687561,1
identity,1.0,dominant,10.0,"(100,)",-0.0002835880007912017,0.9914594780508087,1,0.9911758900500175,2
identity,1.0,dominant,10.0,"(100,)",0.00020105840951123444,0.9880753906874494,1,0.9882764490969607,3
identity,1.0,dominant,10.0,"(100,)",-0.0007355144644876077,0.9901959564265631,1,0.9894604419620755,4
identity,1.0,dominant,10.0,"(100,)",0.01073797833167367,0.9792675748885752,1,0.9900055532202489,5
identity,1.0,dominant,10.0,"(100,)",0.005903936759838024,0.9849544858583302,1,0.9908584226181683,6
identity,1.0,dominant,10.0,"(100,)",0.0007892163032421351,0.9872449589670125,1,0.9880341752702546,7
identity,1.0,dominant,10.0,"(100,)",0.000570155159582586,0.9893998880181519,1,0.9899700431777345,8
identity,1.0,dominant,10.0,"(100,)",0.0015408309963464983,0.9861508293903887,1,0.9876916603867352,9
identity,1.0,dominant,10.0,"(100,)",0.0007457072798272568,0.9898150010840367,1,0.990560708363864,10
identity,1.0,dominant,10.0,"(100,)",0.00010553644248012528,0.9903414705827095,1,0.9904470070251896,11
identity,1.0,dominant,10.0,"(100,)",5.108076113558013e-05,0.9908692753698317,1,0.9909203561309673,12
identity,1.0,dominant,10.0,"(100,)",0.00014246593512690087,0.9888037873989359,1,0.9889462533340628,13
identity,1.0,dominant,10.0,"(100,)",0.006789597234814093,0.98343387110076,1,0.9902234683355741,14
identity,1.0,dominant,10.0,"(100,)",0.0003717731563220861,0.9889303871556503,1,0.9893021603119724,15
identity,1.0,dominant,10.0,"(100,)",4.870486058239365e-06,0.9891073392383393,1,0.9891122097243975,16
identity,1.0,dominant,10.0,"(100,)",0.000379299315240611,0.9907619280297,1,0.9911412273449406,17
identity,1.0,dominant,10.0,"(100,)",-0.00019894437273804133,0.9910617083981178,1,0.9908627640253798,18
identity,1.0,dominant,10.0,"(100,)",0.0011456100059256125,0.9870406782979578,1,0.9881862883038834,19
relu,1.0,dominant,10.0,"(32, 16)",3.235615127236046,-2.24382489706701,1,0.9917902301690359,0
relu,1.0,dominant,10.0,"(32, 16)",1.7810631524456348,-0.7919285374715614,1,0.9891346149740735,1
relu,1.0,dominant,10.0,"(32, 16)",2.3064583207012044,-1.321295500712031,1,0.9851628199891732,2
relu,1.0,dominant,10.0,"(32, 16)",2.8590079420679713,-1.869476244225313,1,0.9895316978426583,3
relu,1.0,dominant,10.0,"(32, 16)",5.947624991357553,-4.957009445187975,1,0.9906155461695777,4
relu,1.0,dominant,10.0,"(32, 16)",3.5750574358711793,-2.586107458814754,1,0.9889499770564254,5
relu,1.0,dominant,10.0,"(32, 16)",2.5406016850861053,-1.5509903657276682,1,0.9896113193584369,6
relu,1.0,dominant,10.0,"(32, 16)",3.5623845565550987,-2.572601296713126,1,0.9897832598419727,7
relu,1.0,dominant,10.0,"(32, 16)",0.8381240196573314,0.15132061567422395,1,0.9894446353315554,8
relu,1.0,dominant,10.0,"(32, 16)",1.6514011185588484,-0.6623644318243256,1,0.9890366867345229,9
relu,1.0,dominant,10.0,"(32, 16)",2.029917067342458,-1.042424431062423,1,0.9874926362800351,10
relu,1.0,dominant,10.0,"(32, 16)",5.179723808204637,-4.1918826829723494,1,0.9878411252322874,11
relu,1.0,dominant,10.0,"(32, 16)",2.1159981956181935,-1.129280999918393,1,0.9867171956998005,12
relu,1.0,dominant,10.0,"(32, 16)",3.134466885089559,-2.144260970056108,1,0.9902059150334511,13
relu,1.0,dominant,10.0,"(32, 16)",1.417391974594958,-0.42658470876300814,1,0.9908072658319497,14
relu,1.0,dominant,10.0,"(32, 16)",2.5030019936159373,-1.5153369100220244,1,0.9876650835939128,15
relu,1.0,dominant,10.0,"(32, 16)",2.422232505786344,-1.432824459226401,1,0.9894080465599431,16
relu,1.0,dominant,10.0,"(32, 16)",4.13241693171297,-3.1413083927226015,1,0.9911085389903687,17
relu,1.0,dominant,10.0,"(32, 16)",2.5550724829241322,-1.5663331427635536,1,0.9887393401605786,18
relu,1.0,dominant,10.0,"(32, 16)",1.3794812772043672,-0.38850528808738827,1,0.9909759891169788,19
tanh,1.0,dominant,10.0,"(32, 16)",64.21496645062359,-63.2240024381516,1,0.9909640124719926,0
tanh,1.0,dominant,10.0,"(32, 16)",70.03055308478702,-69.0414404965766,1,0.9891125882104189,1
tanh,1.0,dominant,10.0,"(32, 16)",70.49773556449227,-69.51016546238459,1,0.9875701021076874,2
tanh,1.0,dominant,10.0,"(32, 16)",65.98840386107454,-64.99844899023353,1,0.9899548708410195,3
tanh,1.0,dominant,10.0,"(32, 16)",67.0135635314372,-66.0242387774251,1,0.9893247540120964,4
tanh,1.0,dominant,10.0,"(32, 16)",64.01104555424304,-63.0217219659896,1,0.9893235882534416,5
tanh,1.0,dominant,10.0,"(32, 16)",71.39492660508058,-70.40449345778954,1,0.9904331472910399,6
tanh,1.0,dominant,10.0,"(32, 16)",66.85873154350563,-65.87030195320337,1,0.9884295903022584,7
tanh,1.0,dominant,10.0,"(32, 16)",58.77492525674532,-57.78301890679264,1,0.9919063499526781,8
tanh,1.0,dominant,10.0,"(32, 16)",72.77702053660792,-71.78756317635658,1,0.989457360251343,9
tanh,1.0,dominant,10.0,"(32, 16)",67.25630482149306,-66.26716705329025,1,0.9891377682028104,10
tanh,1.0,dominant,10.0,"(32, 16)",65.90599573083104,-64.91648704536308,1,0.9895086854679467,11
tanh,1.0,dominant,10.0,"(32, 16)",69.08329899670755,-68.0951936644285,1,0.9881053322790513,12
tanh,1.0,dominant,10.0,"(32, 16)",66.46622739001965,-65.47616485398379,1,0.9900625360358615,13
tanh,1.0,dominant,10.0,"(32, 16)",67.31688555723264,-66.32797706007914,1,0.9889084971534978,14
tanh,1.0,dominant,10.0,"(32, 16)",65.23650412619729,-64.24805166488186,1,0.9884524613154289,15
tanh,1.0,dominant,10.0,"(32, 16)",68.70013031219355,-67.71107138499882,1,0.9890589271947344,16
tanh,1.0,dominant,10.0,"(32, 16)",67.09316283579346,-66.10340940554026,1,0.989753430253202,17
tanh,1.0,dominant,10.0,"(32, 16)",75.47499996136429,-74.48529168256209,1,0.9897082788021998,18
tanh,1.0,dominant,10.0,"(32, 16)",64.68115776818979,-63.68972376264858,1,0.9914340055412069,19
identity,1.0,dominant,10.0,"(32, 16)",8.902719876302534e-06,0.9906761239857297,1,0.990685026705606,0
identity,1.0,dominant,10.0,"(32, 16)",0.0009473531789642164,0.988621236802301,1,0.9895685899812652,1
identity,1.0,dominant,10.0,"(32, 16)",0.0006657628096101709,0.9891561324966676,1,0.9898218953062777,2
identity,1.0,dominant,10.0,"(32, 16)",-0.00016442087561485685,0.9900578935763286,1,0.9898934727007137,3
identity,1.0,dominant,10.0,"(32, 16)",0.0001177997458141622,0.98988227899952,1,0.9900000787453341,4
identity,1.0,dominant,10.0,"(32, 16)",0.00047942182338112094,0.9873050249710482,1,0.9877844467944293,5
identity,1.0,dominant,10.0,"(32, 16)",1.2903340755765491e-05,0.9909979878577491,1,0.9910108911985048,6
identity,1.0,dominant,10.0,"(32, 16)",-1.2069193260910716e-05,0.9909254440688791,1,0.9909133748756181,7
identity,1.0,dominant,10.0,"(32, 16)",0.00018731157113338615,0.9894441310488067,1,0.9896314426199401,8
identity,1.0,dominant,10.0,"(32, 16)",5.7851750405402136e-05,0.9909546918627995,1,0.9910125436132049,9
identity,1.0,dominant,10.0,"(32, 16)",-0.0002675599312701449,0.9877331424868663,1,0.9874655825555961,10
identity,1.0,dominant,10.0,"(32, 16)",0.014906678757521385,0.9756867439741508,1,0.9905934227316722,11
identity,1.0,dominant,10.0,"(32, 16)",-7.16666985396408e-05,0.9907548775212839,1,0.9906832108227442,12
identity,1.0,dominant,10.0,"(32, 16)",2.1109038846778283e-05,0.9885962711900801,1,0.9886173802289269,13
identity,1.0,dominant,10.0,"(32, 16)",0.000537530538676223,0.9897400031681428,1,0.990277533706819,14
identity,1.0,dominant,10.0,"(32, 16)",0.00022411737910144058,0.9896387103944686,1,0.98986282777357,15
identity,1.0,dominant,10.0,"(32, 16)",0.0011183989249823334,0.9816787077671325,1,0.9827971066921148,16
identity,1.0,dominant,10.0,"(32, 16)",0.0007426778568108139,0.9885467199939361,1,0.9892893978507469,17
identity,1.0,dominant,10.0,"(32, 16)",-4.9932853032563784e-05,0.989125677801211,1,0.9890757449481784,18
identity,1.0,dominant,10.0,"(32, 16)",-8.721802708400173e-05,0.9901911018266384,1,0.9901038837995544,19
relu,1.0,dominant,10.0,"(16,)",6.496135868609084,-5.505750263401468,1,0.990385605207616,0
relu,1.0,dominant,10.0,"(16,)",3.98820393248475,-2.997856372852385,1,0.9903475596323649,1
relu,1.0,dominant,10.0,"(16,)",9.990818973912829,-9.00174788420129,1,0.9890710897115383,2
relu,1.0,dominant,10.0,"(16,)",10.28550358065078,-9.295731401717944,1,0.9897721789328346,3
relu,1.0,dominant,10.0,"(16,)",6.537414316752821,-5.546406184074516,1,0.9910081326783057,4
relu,1.0,dominant,10.0,"(16,)",6.535532271067172,-5.547062301006549,1,0.9884699700606234,5
relu,1.0,dominant,10.0,"(16,)",9.964080566586194,-8.97611942015679,1,0.9879611464294036,6
relu,1.0,dominant,10.0,"(16,)",11.035711568542686,-10.04608114954421,1,0.9896304189984748,7
relu,1.0,dominant,10.0,"(16,)",5.589231666574724,-4.599470914805096,1,0.9897607517696284,8
relu,1.0,dominant,10.0,"(16,)",9.827285366496053,-8.837325653563799,1,0.9899597129322544,9
relu,1.0,dominant,10.0,"(16,)",13.432322130258973,-12.44281952716896,1,0.989502603090014,10
relu,1.0,dominant,10.0,"(16,)",6.549573151525375,-5.5592179509664055,1,0.9903552005589695,11
relu,1.0,dominant,10.0,"(16,)",10.52523465402639,-9.536194770928622,1,0.9890398830977679,12
relu,1.0,dominant,10.0,"(16,)",6.8855622448348495,-5.896851512124912,1,0.9887107327099375,13
relu,1.0,dominant,10.0,"(16,)",14.992091177412142,-14.00320710858218,1,0.9888840688299619,14
relu,1.0,dominant,10.0,"(16,)",10.13316341909444,-9.142164622483735,1,0.9909987966107051,15
relu,1.0,dominant,10.0,"(16,)",7.4326874841126696,-6.444536061842786,1,0.9881514222698831,16
relu,1.0,dominant,10.0,"(16,)",12.581165356091407,-11.59104712919205,1,0.9901182268993561,17
relu,1.0,dominant,10.0,"(16,)",9.051463298893108,-8.061598963549088,1,0.9898643353440193,18
relu,1.0,dominant,10.0,"(16,)",16.163515508466947,-15.173621406611812,1,0.9898941018551342,19
tanh,1.0,dominant,10.0,"(16,)",68.14534474456286,-67.15571810496907,1,0.989626639593799,0
tanh,1.0,dominant,10.0,"(16,)",66.67132610417899,-65.68346172140247,1,0.9878643827765183,1
tanh,1.0,dominant,10.0,"(16,)",60.76603485471893,-59.77701608774377,1,0.9890187669751621,2
tanh,1.0,dominant,10.0,"(16,)",71.23844004671334,-70.24991687917898,1,0.9885231675343595,3
tanh,1.0,dominant,10.0,"(16,)",66.72430909496676,-65.7335068628419,1,0.9908022321248434,4
tanh,1.0,dominant,10.0,"(16,)",65.04506507543634,-64.05487213726107,1,0.9901929381752704,5
tanh,1.0,dominant,10.0,"(16,)",69.83608564251075,-68.84724226104362,1,0.9888433814671295,6
tanh,1.0,dominant,10.0,"(16,)",64.19757998253131,-63.207355867581825,1,0.990224114949486,7
tanh,1.0,dominant,10.0,"(16,)",66.45075319757676,-65.46178236134705,1,0.9889708362297044,8
tanh,1.0,dominant,10.0,"(16,)",69.52549229630996,-68.53534543444349,1,0.9901468618664728,9
tanh,1.0,dominant,10.0,"(16,)",71.25166664199665,-70.26495301083324,1,0.986713631163408,10
tanh,1.0,dominant,10.0,"(16,)",66.1629038527649,-65.17251924984234,1,0.9903846029225625,11
tanh,1.0,dominant,10.0,"(16,)",65.337731070058,-64.34805251432263,1,0.9896785557353645,12
tanh,1.0,dominant,10.0,"(16,)",67.08605652477569,-66.09636614719003,1,0.9896903775856619,13
tanh,1.0,dominant,10.0,"(16,)",64.17045615675853,-63.17971674485892,1,0.9907394118996111,14
tanh,1.0,dominant,10.0,"(16,)",63.211331327823885,-62.22263695085191,1,0.9886943769719811,15
tanh,1.0,dominant,10.0,"(16,)",67.42254181664967,-66.43270406828633,1,0.9898377483633453,16
tanh,1.0,dominant,10.0,"(16,)",62.73002211401406,-61.738768835146686,1,0.9912532788673775,17
tanh,1.0,dominant,10.0,"(16,)",66.51215744700984,-65.52230533997965,1,0.9898521070301878,18
tanh,1.0,dominant,10.0,"(16,)",63.5299849341904,-62.539770056759,1,0.9902148774314057,19
identity,1.0,dominant,10.0,"(16,)",0.0012033368203399064,0.9876955807153618,1,0.9888989175357017,0
identity,1.0,dominant,10.0,"(16,)",0.002824146379379111,0.9867614536810543,1,0.9895856000604334,1
identity,1.0,dominant,10.0,"(16,)",0.0033248902593627783,0.98716629014721,1,0.9904911804065728,2
identity,1.0,dominant,10.0,"(16,)",0.0031622419835728444,0.9871461656207042,1,0.9903084076042771,3
identity,1.0,dominant,10.0,"(16,)",0.002274520287344428,0.9868972347651007,1,0.9891717550524451,4
identity,1.0,dominant,10.0,"(16,)",-2.527869921253867e-05,0.9909188371907426,1,0.99089355849153,5
identity,1.0,dominant,10.0,"(16,)",0.0021959144332415192,0.9869079883189935,1,0.989103902752235,6
identity,1.0,dominant,10.0,"(16,)",0.000736914749873252,0.9906457644997645,1,0.9913826792496377,7
identity,1.0,dominant,10.0,"(16,)",0.002039805282356477,0.9871927598099456,1,0.9892325650923021,8
identity,1.0,dominant,10.0,"(16,)",0.0008426907626808422,0.9885771932003751,1,0.9894198839630559,9
identity,1.0,dominant,10.0,"(16,)",0.0008942809980561073,0.9902590589626192,1,0.9911533399606753,10
identity,1.0,dominant,10.0,"(16,)",0.0014864459963190857,0.987763601009781,1,0.9892500470061001,11
identity,1.0,dominant,10.0,"(16,)",0.0018255692714526095,0.9870063764956879,1,0.9888319457671405,12
identity,1.0,dominant,10.0,"(16,)",0.0006465083936117999,0.9892338874629241,1,0.9898803958565359,13
