dgp,drift_z,logreg_logloss,mlp_excess_logloss,mlp_logloss,n_test_class1,n_train_class1,seed,trial,weighted_drift_score
sinusoidal_binary,3.0,0.31669195793340804,-0.07837547197552,0.23831648595788804,472,982,2,1,2.130228574899062
sinusoidal_binary,3.0,0.2737006945131532,-0.05216943846974759,0.22153125604340562,479,1027,2,2,2.1234170453456054
sinusoidal_binary,5.0,0.5146089629811764,-0.13980089553688313,0.3748080674442933,473,993,2,0,3.5157266019498246
sinusoidal_binary,5.0,0.3930420800302998,-0.22865397405505528,0.1643881059752445,479,982,2,1,3.5509473104549096
sinusoidal_binary,5.0,0.23841376063824338,-0.06266478961719996,0.17574897102104342,487,1027,2,2,3.5559194590957497
sinusoidal_binary,7.0,0.023608681321897668,0.2251682899851693,0.24877697130706697,499,993,2,0,4.928975309502991
sinusoidal_binary,7.0,0.08891305031607526,-0.049212717193723915,0.03970033312235134,496,982,2,1,4.971666046010758
sinusoidal_binary,7.0,0.06948124052041797,-0.019738151079306786,0.049743089441111187,497,1027,2,2,4.988421872845893
sinusoidal_binary,10.0,3.3574549058860048e-09,0.16014168465213016,0.16014168800958506,500,993,2,0,7.048848370832738
sinusoidal_binary,10.0,3.789576549490135e-09,0.0019495421298738875,0.001949545919450437,500,982,2,1,7.102744149344532
sinusoidal_binary,10.0,4.223274540433346e-09,9.269482620902033e-07,9.311715366306366e-07,500,1027,2,2,7.137175493471113
sinusoidal_binary,15.0,7.036060623025915e-14,0.07573608239548558,0.07573608239555595,500,993,2,0,10.581970139715647
sinusoidal_binary,15.0,7.22590876023739e-14,8.499310072014798e-05,8.499310079240707e-05,500,982,2,1,10.654540988234153
