activation,alpha,dgp,drift_target,drift_z,hidden,mlp_excess_harm,mlp_test_r2,phase,ridge_test_r2,seed
tanh,0.0001,linear,dominant,10.0,"(16,)",62.31340323792564,-61.322850037096224,1,0.9905532008294179,10
tanh,0.0001,linear,dominant,10.0,"(16,)",73.32166529914814,-72.33267768802048,1,0.9889876111276609,11
tanh,0.0001,linear,dominant,10.0,"(16,)",69.72131802361251,-68.73125520998919,1,0.9900628136233213,12
tanh,0.0001,linear,dominant,10.0,"(16,)",72.40461512473647,-71.41467721315645,1,0.989937911580019,13
tanh,0.0001,linear,dominant,10.0,"(16,)",66.54358330608704,-65.55425162530481,1,0.9893316807822343,14
identity,0.0001,linear,dominant,10.0,"(16,)",0.0005304658727913747,0.9911612530062583,1,0.9916917188790497,0
identity,0.0001,linear,dominant,10.0,"(16,)",0.008604113633135957,0.9820886732285444,1,0.9906927868616804,1
identity,0.0001,linear,dominant,10.0,"(16,)",0.003168017648139898,0.9864454484167944,1,0.9896134660649343,2
identity,0.0001,linear,dominant,10.0,"(16,)",0.0010361621115254627,0.9873675134541506,1,0.9884036755656761,3
identity,0.0001,linear,dominant,10.0,"(16,)",-0.0004396872787764128,0.9895919909059343,1,0.9891523036271579,4
identity,0.0001,linear,dominant,10.0,"(16,)",0.00122266214107003,0.9899654699856285,1,0.9911881321266985,5
identity,0.0001,linear,dominant,10.0,"(16,)",-0.000836866992938945,0.9889907627766052,1,0.9881538957836663,6
identity,0.0001,linear,dominant,10.0,"(16,)",0.0014030975595681339,0.9884011113448162,1,0.9898042089043844,7
identity,0.0001,linear,dominant,10.0,"(16,)",0.0027242323194646145,0.9873355138625887,1,0.9900597461820533,8
identity,0.0001,linear,dominant,10.0,"(16,)",-0.0005352700845349112,0.9884988370233292,1,0.9879635669387943,9
identity,0.0001,linear,dominant,10.0,"(16,)",0.001111593172701708,0.9878895845333424,1,0.9890011777060441,10
identity,0.0001,linear,dominant,10.0,"(16,)",0.0017094982177512374,0.9880136872524587,1,0.98972318547021,11
identity,0.0001,linear,dominant,10.0,"(16,)",0.001408331683202313,0.9879925144034394,1,0.9894008460866417,12
identity,0.0001,linear,dominant,10.0,"(16,)",0.0029444193851583256,0.9849884548124537,1,0.987932874197612,13
identity,0.0001,linear,dominant,10.0,"(16,)",0.002284470524738791,0.9864166536707497,1,0.9887011241954885,14
relu,0.0001,linear,dominant,10.0,"(8,)",21.036321141549696,-20.045851450770538,1,0.9904696907791585,0
relu,0.0001,linear,dominant,10.0,"(8,)",12.70313194799527,-11.71336432915712,1,0.9897676188381505,1
relu,0.0001,linear,dominant,10.0,"(8,)",4.947975363622694,-3.9574716777702514,1,0.9905036858524432,2
relu,0.0001,linear,dominant,10.0,"(8,)",4.976316080347731,-3.985776752797049,1,0.9905393275506821,3
relu,0.0001,linear,dominant,10.0,"(8,)",7.168892364795763,-6.1790717965004065,1,0.9898205682953568,4
relu,0.0001,linear,dominant,10.0,"(8,)",28.777239952240485,-27.786889744165226,1,0.9903502080752586,5
relu,0.0001,linear,dominant,10.0,"(8,)",8.645180190831866,-7.654802620471182,1,0.9903775703606834,6
relu,0.0001,linear,dominant,10.0,"(8,)",11.715855821260478,-10.72533926755304,1,0.9905165537074386,7
relu,0.0001,linear,dominant,10.0,"(8,)",14.149890075028516,-13.159851655974098,1,0.9900384190544189,8
relu,0.0001,linear,dominant,10.0,"(8,)",12.11184057098273,-11.123515265840664,1,0.9883253051420655,9
relu,0.0001,linear,dominant,10.0,"(8,)",12.556459891501877,-11.566817906658828,1,0.9896419848430478,10
relu,0.0001,linear,dominant,10.0,"(8,)",13.510691940590975,-12.52176205754644,1,0.988929883044536,11
relu,0.0001,linear,dominant,10.0,"(8,)",7.223794888615947,-6.234091077011007,1,0.9897038116049404,12
relu,0.0001,linear,dominant,10.0,"(8,)",9.0578511503395,-8.067913063627943,1,0.989938086711557,13
relu,0.0001,linear,dominant,10.0,"(8,)",10.406855261791875,-9.41601077786107,1,0.9908444839308052,14
tanh,0.0001,linear,dominant,10.0,"(8,)",80.64306606081928,-79.65338703121385,1,0.9896790296054281,0
tanh,0.0001,linear,dominant,10.0,"(8,)",75.52098348992719,-74.53233550269182,1,0.9886479872353628,1
tanh,0.0001,linear,dominant,10.0,"(8,)",82.95947575565395,-81.97055150355966,1,0.9889242520942946,2
tanh,0.0001,linear,dominant,10.0,"(8,)",75.61816517348659,-74.62939781836928,1,0.9887673551173096,3
tanh,0.0001,linear,dominant,10.0,"(8,)",77.4554309476486,-76.46725688174524,1,0.9881740659033503,4
tanh,0.0001,linear,dominant,10.0,"(8,)",71.74344053986147,-70.75375393784067,1,0.9896866020207999,5
tanh,0.0001,linear,dominant,10.0,"(8,)",76.12100304390235,-75.13295174904074,1,0.9880512948616096,6
tanh,0.0001,linear,dominant,10.0,"(8,)",67.11092972718576,-66.12018781808511,1,0.9907419091006494,7
tanh,0.0001,linear,dominant,10.0,"(8,)",77.67461710449982,-76.68540658516466,1,0.9892105193351616,8
tanh,0.0001,linear,dominant,10.0,"(8,)",79.35796203725798,-78.3673017994935,1,0.9906602377644698,9
tanh,0.0001,linear,dominant,10.0,"(8,)",84.0954468247354,-83.10704503575506,1,0.988401788980346,10
tanh,0.0001,linear,dominant,10.0,"(8,)",77.34579494839768,-76.3557788718435,1,0.9900160765541857,11
tanh,0.0001,linear,dominant,10.0,"(8,)",69.07562945576828,-68.0860952286761,1,0.9895342270921803,12
tanh,0.0001,linear,dominant,10.0,"(8,)",80.93358613095634,-79.94587694984874,1,0.9877091811076044,13
tanh,0.0001,linear,dominant,10.0,"(8,)",76.39625352284814,-75.40676197578307,1,0.9894915470650778,14
identity,0.0001,linear,dominant,10.0,"(8,)",0.00041337132245855557,0.9895190164387675,1,0.989932387761226,0
identity,0.0001,linear,dominant,10.0,"(8,)",0.0058073460324090664,0.9845847297178758,1,0.9903920757502849,1
identity,0.0001,linear,dominant,10.0,"(8,)",0.011460865226286643,0.977308701400779,1,0.9887695666270656,2
identity,0.0001,linear,dominant,10.0,"(8,)",-0.001249178466827039,0.9913807062846032,1,0.9901315278177761,3
