activation,alpha,dgp,drift_target,drift_z,hidden,mlp_excess_harm,mlp_test_r2,phase,ridge_test_r2,seed
tanh,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",34.681075221957656,-39.78291505258202,1,-5.101839830624362,11
tanh,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",35.93185319148105,-40.971592145972316,1,-5.039738954491264,12
tanh,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",39.90780496177022,-46.121106764403656,1,-6.213301802633438,13
tanh,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",35.494392641348554,-40.86246498628354,1,-5.36807234493499,14
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",0.003034818250114313,-5.450006987092454,1,-5.44697216884234,0
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.06715451301560904,-5.049438988784112,1,-5.116593501799721,1
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.025739061132742158,-5.223482890734285,1,-5.249221951867027,2
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.030622448640260203,-5.738932478853587,1,-5.769554927493847,3
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.11754964343726915,-4.691670097191235,1,-4.809219740628504,4
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.07924536996139775,-5.199799221013871,1,-5.279044590975269,5
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.07306218087955862,-5.475104538630866,1,-5.548166719510425,6
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",0.0019621392060944487,-5.131329692307859,1,-5.129367553101765,7
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.013637479881816184,-5.436524550564972,1,-5.450162030446788,8
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.13650769483361103,-5.244153708452817,1,-5.380661403286428,9
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",0.3942343310711367,-6.746601879878294,1,-6.352367548807157,10
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.07965358435873071,-5.222130679459124,1,-5.301784263817854,11
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.021432733432440898,-5.127703609264417,1,-5.149136342696858,12
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",0.1938125208102841,-6.62420832148565,1,-6.430395800675366,13
identity,0.1,quadratic_dominant,dominant,10.0,"(32, 16)",-0.10592257965361807,-5.25136132351285,1,-5.357283903166468,14
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",3.7990155180333085,-8.581920128250468,1,-4.78290461021716,0
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",6.912991337040592,-12.18905725048061,1,-5.276065913440019,1
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",8.062488686924404,-13.156253513294152,1,-5.093764826369749,2
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",7.4080654912931925,-12.673098766040011,1,-5.265033274746819,3
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",5.789193111807774,-11.228864887417545,1,-5.439671775609772,4
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",7.75175828788129,-13.451691812221172,1,-5.699933524339882,5
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",7.836634570812392,-13.714442033786774,1,-5.877807462974382,6
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",9.165639585194018,-14.842546378078003,1,-5.676906792883984,7
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",10.890417880983142,-16.766415135675498,1,-5.875997254692356,8
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",8.010199136496501,-13.750330589461118,1,-5.740131452964617,9
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",2.92426343402711,-8.221932203275065,1,-5.297668769247955,10
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",6.771919857095433,-12.195009255266124,1,-5.42308939817069,11
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",6.09369315706823,-11.74744515717534,1,-5.653752000107111,12
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",6.4920341985183265,-11.914756863251165,1,-5.422722664732839,13
relu,0.1,quadratic_dominant,dominant,10.0,"(16,)",9.46592795604288,-15.504493377261277,1,-6.038565421218397,14
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",37.78527757365951,-43.40806414335118,1,-5.622786569691673,0
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",35.440289680977145,-40.61553806048421,1,-5.1752483795070665,1
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",39.74567391975078,-45.605634288104646,1,-5.859960368353866,2
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",33.903993221687024,-38.97267866317306,1,-5.068685441486042,3
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",35.226996676250714,-40.453469593897324,1,-5.226472917646611,4
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",40.82294989234897,-47.27131855552382,1,-6.4483686631748505,5
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",37.96364904804452,-43.421290960890225,1,-5.457641912845704,6
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",35.436149559936695,-40.743523380386364,1,-5.307373820449669,7
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",40.016957181186925,-45.86841202067005,1,-5.851454839483129,8
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",37.15288556923872,-42.5991326309252,1,-5.446247061686476,9
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",35.92513233544155,-41.11955681140516,1,-5.194424475963606,10
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",39.26410034944914,-45.23589739303127,1,-5.971797043582135,11
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",36.96637890652197,-42.502926370910416,1,-5.53654746438845,12
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",40.21483425899571,-46.105378171901066,1,-5.890543912905355,13
tanh,0.1,quadratic_dominant,dominant,10.0,"(16,)",40.09571950989479,-46.043669275706115,1,-5.947949765811326,14
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.2097710867397149,-6.074062861148928,1,-5.864291774409213,0
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.06557019534080855,-5.3126833991122036,1,-5.247113203771395,1
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.07560340618005768,-5.9785413210191996,1,-5.902937914839142,2
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.24957368884721554,-5.159025908109376,1,-4.90945221926216,3
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.38841266051915735,-5.375033906918704,1,-4.9866212463995465,4
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.08058335844275266,-5.3054752765640405,1,-5.224891918121288,5
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.08768252078477712,-5.633530772673386,1,-5.545848251888609,6
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.07027362428926942,-5.755880806636285,1,-5.685607182347016,7
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.09543986444259112,-6.119796416607212,1,-6.024356552164621,8
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.07991908261223113,-5.303341152237165,1,-5.223422069624934,9
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.5247016090852288,-6.1609923996364,1,-5.636290790551171,10
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.05069307567286785,-5.895451672747674,1,-5.844758597074806,11
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.08382848890131811,-5.455450085410959,1,-5.371621596509641,12
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.05616465957421113,-4.8420131222429506,1,-4.785848462668739,13
identity,0.1,quadratic_dominant,dominant,10.0,"(16,)",0.057156821056691065,-5.82499656257902,1,-5.767839741522329,14
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",6.437525524023673,-11.99605445738273,1,-5.558528933359057,0
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",9.739123500418025,-15.385986119796414,1,-5.64686261937839,1
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",12.038610356891821,-17.281537019005658,1,-5.242926662113836,2
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",10.124054170197162,-15.822978605648483,1,-5.698924435451322,3
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",12.189370927179837,-17.914300976660115,1,-5.724930049480277,4
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",4.557454493836389,-10.285251746783613,1,-5.727797252947225,5
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",6.047561553637599,-12.046248266925739,1,-5.99868671328814,6
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",8.410173022404145,-13.432780871401276,1,-5.022607848997132,7
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",13.52049846114467,-18.41540933380025,1,-4.8949108726555774,8
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",7.4453692966681855,-13.256220543224414,1,-5.810851246556228,9
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",6.623104617080724,-12.191910409934549,1,-5.568805792853825,10
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",10.144135248560602,-15.888154736654606,1,-5.744019488094005,11
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",4.505684657167588,-10.389017654444203,1,-5.883332997276614,12
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",15.635217172037024,-21.67149998048939,1,-6.036282808452367,13
relu,0.1,quadratic_dominant,dominant,10.0,"(8,)",8.073887063388835,-13.975583719560857,1,-5.901696656172023,14
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",35.55422104426344,-40.40760278433714,1,-4.853381740073703,0
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",38.41715045954501,-43.49803068804039,1,-5.080880228495377,1
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",42.60539872770083,-48.25887076798201,1,-5.6534720402811836,2
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",42.318980424939866,-48.190606798461445,1,-5.871626373521583,3
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",42.435407161822035,-48.117710683932906,1,-5.68230352211087,4
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",40.90030318142442,-46.62240404273733,1,-5.722100861312913,5
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",40.20658850040373,-45.80372149553473,1,-5.597132995130998,6
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",35.88605340619905,-40.90746855498004,1,-5.021415148780991,7
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",40.22506778458263,-45.46916139455329,1,-5.24409360997066,8
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",38.681892096695144,-43.712293985071945,1,-5.030401888376799,9
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",43.10695530354077,-48.87749083858807,1,-5.7705355350473,10
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",40.54523288368245,-46.21286285971778,1,-5.6676299760353315,11
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",36.737049770801846,-41.62988284442144,1,-4.892833073619593,12
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",37.732859985073276,-42.71717709660894,1,-4.984317111535669,13
tanh,0.1,quadratic_dominant,dominant,10.0,"(8,)",37.12157048437816,-42.133317984823805,1,-5.011747500445645,14
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.16642325602839048,-5.08607769830245,1,-4.91965444227406,0
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.21026162383981006,-6.105859271603153,1,-5.895597647763343,1
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.1924234617603826,-5.8026617067192845,1,-5.610238244958902,2
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.1486431474170482,-5.990146774458965,1,-5.8415036270419165,3
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.15866269025179047,-5.361992620761887,1,-5.203329930510097,4
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.14377640918870682,-5.844890727038769,1,-5.701114317850062,5
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.16009632744976354,-6.437685973345658,1,-6.277589645895895,6
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.3354686532360942,-5.360196817484217,1,-5.024728164248123,7
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.1125697792831426,-5.454830623906694,1,-5.342260844623551,8
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.20128905142607412,-5.656852601155408,1,-5.455563549729334,9
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.430693220578922,-5.554778729952149,1,-5.124085509373227,10
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.1602993270758235,-5.180369998735977,1,-5.020070671660154,11
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.16859341966949515,-5.827816333059177,1,-5.659222913389682,12
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.3566691361158547,-5.398786767279953,1,-5.042117631164098,13
identity,0.1,quadratic_dominant,dominant,10.0,"(8,)",0.14260369318915167,-5.978150750506412,1,-5.83554705731726,14
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",4.917886994567963,-9.935091029874167,1,-5.017204035306204,0
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.5424426404537295,-9.791682591477565,1,-6.249239951023836,1
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.7372813127397615,-8.746818640783422,1,-5.009537328043661,2
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.0606564418420614,-7.793827783608366,1,-4.733171341766305,3
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",1.12576360089649,-6.34570800409151,1,-5.21994440319502,4
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.815674137563817,-9.473423048737592,1,-5.657748911173775,5
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.508755765407188,-8.81638709897507,1,-5.307631333567882,6
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",1.7500019069271646,-7.459243262429981,1,-5.709241355502816,7
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",6.226368003008241,-11.668111906714891,1,-5.441743903706651,8
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",2.872001049329832,-8.069503788975538,1,-5.1975027396457065,9
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",2.2802016222399404,-6.939135614717611,1,-4.658933992477671,10
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",4.923954009789548,-10.729258726110984,1,-5.805304716321436,11
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",3.141591654156782,-8.11380651676899,1,-4.9722148626122085,12
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",2.932883462039788,-8.829124740323739,1,-5.89624127828395,13
relu,1.0,quadratic_dominant,dominant,10.0,"(100,)",6.250187341008866,-12.437001211643747,1,-6.1868138706348805,14
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",27.781925266631127,-33.83318805179445,1,-6.051262785163324,0
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",29.039781859964336,-34.215442781362505,1,-5.17566092139817,1
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",25.715961604805162,-31.117187391918996,1,-5.401225787113834,2
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",26.26225379252612,-31.86866251168623,1,-5.606408719160112,3
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",23.574260412562147,-28.60019028329685,1,-5.025929870734705,4
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",28.096407720269404,-33.9152887095237,1,-5.8188809892542945,5
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",24.59567148798341,-29.926703091221167,1,-5.331031603237756,6
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",30.68204991797895,-36.549297030737364,1,-5.867247112758414,7
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",30.390600828287134,-35.931117038600604,1,-5.540516210313468,8
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",26.179845263709346,-31.748075057639646,1,-5.568229793930302,9
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",25.972653605496166,-31.519224589560487,1,-5.546570984064321,10
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",26.424330186957746,-31.645502522102632,1,-5.221172335144886,11
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",25.165901362199598,-30.348370119966013,1,-5.182468757766417,12
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",27.204547672830664,-33.2071793284826,1,-6.002631655651937,13
tanh,1.0,quadratic_dominant,dominant,10.0,"(100,)",26.64930791000557,-32.23142865090865,1,-5.582120740903076,14
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.03253978293460946,-6.313850512756273,1,-6.281310729821664,0
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.04297613154626401,-6.0764984966966855,1,-6.0335223651504215,1
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.4587494122454885,-5.640144941852114,1,-5.181395529606625,2
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.6517570802759796,-6.257572187921445,1,-5.605815107645466,3
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.009971620606359366,-5.17613531411152,1,-5.166163693505161,4
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.3072072247848796,-5.283108434704796,1,-4.9759012099199165,5
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.025183744565871358,-4.8869758258093245,1,-4.861792081243453,6
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.43329079294167894,-5.882764429827056,1,-5.449473636885377,7
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.01603979499943442,-5.584982168190907,1,-5.568942373191472,8
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.020014610087957685,-5.7427002783803935,1,-5.722685668292436,9
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.03667836557972404,-5.780539874395075,1,-5.743861508815351,10
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.003963696388224136,-5.785669111572336,1,-5.781705415184112,11
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.4320530749485094,-6.182015233200012,1,-5.749962158251503,12
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",0.7518227197789109,-6.261749546597971,1,-5.50992682681906,13
identity,1.0,quadratic_dominant,dominant,10.0,"(100,)",-0.010658817126277143,-5.038076578630566,1,-5.048735395756843,14
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.6426585757374275,-5.503295877858541,1,-4.860637302121114,0
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-1.2871516929370106,-3.5410664331307355,1,-4.828218126067746,1
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",2.0597717619089835,-7.933062826559212,1,-5.873291064650228,2
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.8517429168438442,-6.396353177461499,1,-5.544610260617655,3
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",1.0929055892492388,-6.929979951140353,1,-5.837074361891114,4
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.961282747801457,-7.2628256132158455,1,-6.301542865414389,5
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.8391353884796633,-6.628147535371953,1,-5.78901214689229,6
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.14617114457875857,-5.884680819171151,1,-5.738509674592392,7
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.555825695004482,-4.97337633205013,1,-5.529202027054612,8
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.5113852355097332,-5.603342319509967,1,-6.114727555019701,9
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",1.4811285744772267,-7.761060636256676,1,-6.27993206177945,10
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",3.1143880025622863,-8.585150478211082,1,-5.470762475648796,11
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.7338003508597755,-5.484528825473041,1,-4.750728474613266,12
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.7689005563396467,-6.091147419496674,1,-5.322246863157027,13
relu,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",2.1221096302561184,-7.594690380483732,1,-5.472580750227613,14
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",36.848223200202824,-42.3430994153456,1,-5.4948762151427735,0
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",38.43152578350533,-43.985400068898336,1,-5.553874285393006,1
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",36.6767283930879,-41.94805099309556,1,-5.2713226000076645,2
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",37.818597648847934,-43.37214353135679,1,-5.553545882508855,3
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",37.10813337931776,-42.8032865020492,1,-5.695153122731436,4
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",35.07777967054181,-40.24889305376966,1,-5.171113383227852,5
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",38.001461559758944,-43.70024888699433,1,-5.698787327235387,6
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",38.90665614264806,-44.663189923199624,1,-5.756533780551563,7
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",34.89393005753634,-40.13179064045528,1,-5.237860582918943,8
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",35.895693175937076,-41.23168109758334,1,-5.335987921646267,9
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",39.25168564894514,-45.1235619351823,1,-5.871876286237157,10
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",36.212759807477426,-41.388074571392686,1,-5.175314763915258,11
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",39.31167494309501,-45.140280598858304,1,-5.828605655763299,12
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",38.154006336698124,-43.662795515973045,1,-5.5087891792749195,13
tanh,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",35.867803613247034,-41.14692592779081,1,-5.27912231454378,14
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.002629338011384874,-4.8572927077682415,1,-4.854663369756857,0
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.08227144493433958,-5.706448198317217,1,-5.788719643251556,1
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.6384992813657737,-6.306597188757035,1,-5.668097907391261,2
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.005646286781674448,-5.218739538560028,1,-5.2130932517783535,3
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.10744757568266472,-5.145532262370181,1,-5.252979838052846,4
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.08803929097355745,-5.7459964075918295,1,-5.657957116618272,5
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.10562447600324631,-5.131557520376305,1,-5.237181996379551,6
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.6365787921618722,-6.141623325590293,1,-5.50504453342842,7
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.26108278648191785,-5.713410814576497,1,-5.452328028094579,8
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.11724591843607879,-5.460586787145898,1,-5.577832705581977,9
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.00023390080862029095,-5.287439530790883,1,-5.287205629982263,10
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.050202893964942596,-5.435610669828175,1,-5.485813563793117,11
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.000482435746419263,-5.391893178636367,1,-5.391410742889947,12
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",0.006041798467967929,-5.113711426665739,1,-5.107669628197771,13
identity,1.0,quadratic_dominant,dominant,10.0,"(32, 16)",-0.008109721264252023,-5.573159958024164,1,-5.581269679288416,14
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",9.602451135136644,-15.903361911084943,1,-6.300910775948299,0
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",7.521675735360476,-13.209662105137433,1,-5.687986369776957,1
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",6.824927488267489,-11.882563890689914,1,-5.057636402422425,2
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",5.7824286907469835,-11.363347023559784,1,-5.580918332812801,3
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",8.304885259789113,-13.814812573290356,1,-5.509927313501243,4
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",5.791982043696744,-11.163005524578104,1,-5.37102348088136,5
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",6.74994442940383,-11.838639674967927,1,-5.0886952455640975,6
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",4.207223653951425,-10.148878667759718,1,-5.941655013808292,7
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",6.2553207008761085,-11.918098070177573,1,-5.662777369301464,8
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",7.237516853990595,-12.871453011145501,1,-5.633936157154906,9
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",7.151894171016501,-12.432105152973081,1,-5.28021098195658,10
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",6.130999481872382,-11.296429986403266,1,-5.165430504530884,11
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",5.440594632362674,-11.600703565840156,1,-6.160108933477482,12
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",4.22605352827935,-9.733165982829128,1,-5.507112454549778,13
relu,1.0,quadratic_dominant,dominant,10.0,"(16,)",10.088867955038474,-15.912738682976261,1,-5.823870727937788,14
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",36.621410462728,-41.90997588539671,1,-5.28856542266871,0
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",36.28082127093515,-41.430537117724874,1,-5.149715846789722,1
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",38.50357129920586,-44.143315189550584,1,-5.639743890344728,2
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",38.421833897328305,-44.03071808817086,1,-5.608884190842552,3
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",34.855286606916266,-39.866947320102135,1,-5.0116607131858695,4
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",37.15250897946559,-42.42373775845071,1,-5.271228778985127,5
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",36.694215673747884,-41.887400265998195,1,-5.193184592250313,6
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",41.32116679080003,-47.407028805891414,1,-6.085862015091384,7
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",39.822205818581146,-45.69432901279203,1,-5.872123194210883,8
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",37.51480949835963,-42.931400830862735,1,-5.416591332503103,9
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",37.11112430297826,-42.73291909101721,1,-5.6217947880389465,10
tanh,1.0,quadratic_dominant,dominant,10.0,"(16,)",39.73143411966798,-45.73734887334927,1,-6.005914753681289,11
